id,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus,price
301,3520,3,1,2,yes,no,no,no,no,0,yes,semi-furnished,4200000
815,4500,3,2,3,yes,no,no,yes,no,1,no,furnished,4340000
365,5450,2,1,1,yes,no,no,no,no,0,no,furnished,3703000
822,10360,2,1,1,yes,no,no,no,no,1,yes,semi-furnished,4305000
349,4820,3,1,2,yes,no,no,no,no,0,no,semi-furnished,3780000
962,3640,2,1,1,yes,no,no,no,no,0,no,furnished,3395000
1021,5850,3,1,2,yes,no,yes,no,no,1,no,unfurnished,2940000
237,5010,3,1,2,yes,no,yes,no,no,0,no,semi-furnished,4620000
424,3100,3,1,2,no,no,yes,no,no,0,no,semi-furnished,3360000
1076,5300,3,1,1,no,no,no,no,yes,0,yes,unfurnished,2233000
1000,5495,3,1,1,yes,no,yes,no,no,0,no,unfurnished,3129000
271,1905,5,1,2,no,no,yes,no,no,0,no,semi-furnished,4340000
801,4000,3,1,2,yes,no,no,no,no,2,no,furnished,4480000
208,2970,3,1,3,yes,no,no,no,no,0,no,semi-furnished,4900000
238,4510,4,2,2,yes,no,yes,no,no,0,no,semi-furnished,4613000
1081,3420,5,1,2,no,no,no,no,no,0,no,unfurnished,1960000
52,6000,4,2,4,yes,yes,no,no,yes,1,no,furnished,7350000
881,8080,3,1,1,yes,no,no,no,yes,2,no,semi-furnished,3920000
122,6254,4,2,1,yes,no,yes,no,no,1,yes,semi-furnished,5950000
290,2610,4,3,2,no,no,no,no,no,0,no,semi-furnished,4200000
773,3630,3,1,2,yes,no,no,no,no,2,no,semi-furnished,4690000
1070,3640,2,1,1,yes,no,no,no,no,0,no,unfurnished,2345000
1056,3180,3,1,1,no,no,no,no,no,0,no,unfurnished,2520000
68,6000,3,1,1,yes,no,no,no,yes,1,no,furnished,6860000
32,4880,4,2,2,yes,no,no,no,yes,1,yes,furnished,8295000
270,4500,3,2,3,yes,no,no,yes,no,1,no,furnished,4340000
130,4800,3,1,1,yes,yes,yes,no,no,0,no,unfurnished,5866000
481,2700,2,1,1,no,no,no,no,no,0,no,furnished,2940000
617,5020,3,1,4,yes,no,no,no,yes,0,yes,unfurnished,6720000
1064,4840,2,1,2,yes,no,no,no,no,0,no,unfurnished,2450000
536,3420,5,1,2,no,no,no,no,no,0,no,unfurnished,1960000
350,3420,2,1,2,yes,no,no,yes,no,1,no,semi-furnished,3780000
541,2400,3,1,1,no,no,no,no,no,0,no,semi-furnished,1767150
855,5985,3,1,1,yes,no,yes,no,no,0,no,semi-furnished,4130000
844,7000,3,1,1,yes,no,no,no,no,3,no,furnished,4200000
347,3350,3,1,2,yes,no,no,no,no,0,no,unfurnished,3836000
187,6100,3,1,1,yes,no,yes,no,yes,0,yes,semi-furnished,5110000
804,6360,2,1,1,yes,no,yes,no,yes,1,no,furnished,4473000
121,7231,3,1,2,yes,yes,yes,no,yes,0,yes,semi-furnished,5950000
127,6500,3,2,3,yes,no,no,no,yes,0,no,unfurnished,5880000
309,4632,4,1,2,yes,no,no,no,yes,0,no,semi-furnished,4130000
1010,3800,2,1,1,yes,no,no,no,no,0,no,unfurnished,3045000
720,9800,4,2,2,yes,yes,no,no,no,2,no,semi-furnished,5250000
251,3450,3,1,2,yes,no,yes,no,no,1,no,semi-furnished,4515000
409,3185,2,1,1,yes,no,no,no,no,2,no,unfurnished,3430000
466,3090,3,1,2,no,no,no,no,no,0,no,semi-furnished,3010000
1080,3360,2,1,1,yes,no,no,no,no,1,no,unfurnished,2100000
891,2176,2,1,2,yes,yes,no,no,no,0,yes,semi-furnished,3850000
394,3480,3,1,1,no,no,no,no,yes,0,no,unfurnished,3500000
552,16200,5,3,2,yes,no,no,no,no,0,no,unfurnished,10150000
182,3410,3,1,2,no,no,no,no,yes,0,no,semi-furnished,5145000
1029,3040,2,1,1,no,no,no,no,no,0,no,unfurnished,2870000
378,2275,3,1,3,yes,no,no,yes,yes,0,yes,semi-furnished,3640000
4,7420,4,1,2,yes,yes,yes,no,yes,2,no,furnished,11410000
863,4340,3,1,1,yes,no,no,no,no,0,no,semi-furnished,4060000
632,3960,3,1,1,yes,no,yes,no,no,2,no,semi-furnished,6475000
9,5750,3,2,4,yes,yes,no,no,yes,1,yes,unfurnished,9800000
628,6000,3,2,4,yes,no,no,no,yes,0,no,semi-furnished,6580000
456,2398,3,1,1,yes,no,no,no,no,0,yes,semi-furnished,3118850
1063,3500,2,1,1,yes,yes,no,no,no,0,no,unfurnished,2450000
154,3650,3,2,2,yes,no,no,no,no,2,no,semi-furnished,5530000
759,4350,2,1,1,yes,no,yes,no,no,0,no,unfurnished,4865000
517,3000,2,1,1,yes,no,no,no,no,1,no,unfurnished,2450000
430,2500,2,1,1,no,no,no,no,yes,0,no,unfurnished,3290000
86,6670,3,1,3,yes,no,yes,no,no,0,yes,unfurnished,6510000
545,7420,4,2,3,yes,no,no,no,yes,2,yes,furnished,13300000
157,2817,4,2,2,no,yes,yes,no,no,1,no,furnished,5495000
605,6000,3,2,2,yes,yes,no,no,no,1,no,semi-furnished,7140000
715,5500,3,2,1,yes,no,yes,no,no,0,no,semi-furnished,5250000
432,6060,3,1,1,yes,yes,yes,no,no,0,no,furnished,3290000
97,6400,3,1,1,yes,yes,yes,no,yes,1,yes,semi-furnished,6300000
1067,2475,3,1,2,yes,no,no,no,no,0,no,furnished,2380000
582,9000,4,2,4,yes,no,no,no,yes,2,no,furnished,7980000
701,6900,3,1,1,yes,yes,yes,no,no,0,yes,semi-furnished,5523000
800,5885,2,1,1,yes,no,no,no,yes,1,no,unfurnished,4480000
856,6060,2,1,1,yes,no,yes,no,no,1,no,semi-furnished,4123000
938,7424,3,1,1,no,no,no,no,no,0,no,unfurnished,3500000
736,10700,3,1,2,yes,yes,yes,no,no,0,no,semi-furnished,5040000
464,4500,2,1,2,yes,no,no,yes,no,1,no,semi-furnished,3080000
612,7700,3,2,1,yes,no,no,no,no,2,no,unfurnished,6895000
499,3630,3,3,2,no,yes,no,no,no,0,no,unfurnished,2660000
849,8250,3,1,1,yes,no,yes,no,no,3,no,semi-furnished,4193000
783,4510,4,2,2,yes,no,yes,no,no,0,no,semi-furnished,4613000
99,6000,4,1,3,yes,yes,yes,no,no,0,yes,unfurnished,6265000
215,4160,3,1,3,yes,no,no,no,no,0,no,unfurnished,4830000
755,4646,3,1,2,yes,yes,yes,no,no,2,no,semi-furnished,4900000
1085,3000,2,1,1,yes,no,yes,no,no,2,no,unfurnished,1820000
808,3968,3,1,2,no,no,no,no,no,0,no,semi-furnished,4410000
178,7085,3,1,1,yes,yes,yes,no,no,2,yes,semi-furnished,5229000
224,10240,2,1,1,yes,no,no,no,yes,2,yes,unfurnished,4760000
230,5400,2,1,2,yes,no,no,no,no,0,yes,semi-furnished,4690000
895,3420,2,1,2,yes,no,no,yes,no,1,no,semi-furnished,3780000
220,8100,4,1,4,yes,no,yes,no,yes,2,no,semi-furnished,4795000
548,7500,4,2,2,yes,no,yes,no,yes,3,yes,furnished,12215000
381,4000,2,1,1,yes,no,no,no,no,0,yes,semi-furnished,3605000
710,6450,3,2,1,yes,yes,yes,yes,no,0,no,unfurnished,5383000
361,6020,3,1,1,yes,no,no,no,no,0,no,semi-furnished,3710000
821,4400,2,1,1,yes,no,no,no,no,1,no,semi-furnished,4305000
547,9960,3,2,2,yes,no,yes,no,no,2,yes,semi-furnished,12250000
413,1950,3,2,2,yes,no,yes,no,no,0,yes,unfurnished,3430000
176,8520,3,1,1,yes,no,no,no,yes,2,no,furnished,5250000
212,3420,4,2,2,yes,no,yes,no,yes,2,no,semi-furnished,4893000
995,3450,3,1,2,yes,no,yes,no,no,0,no,semi-furnished,3150000
221,3420,4,2,2,yes,no,no,no,no,0,no,semi-furnished,4767000
824,6360,2,1,1,yes,no,no,no,no,0,no,furnished,4270000
144,4700,4,1,2,yes,yes,yes,no,yes,1,no,furnished,5600000
626,4000,3,2,2,yes,no,yes,no,yes,1,no,semi-furnished,6615000
851,4840,3,1,2,yes,no,no,no,no,1,no,semi-furnished,4165000
291,2953,3,1,2,yes,no,yes,no,yes,0,no,unfurnished,4200000
569,8800,3,2,2,yes,no,no,no,yes,2,no,furnished,8575000
1011,3090,3,1,2,no,no,no,no,no,0,no,semi-furnished,3010000
275,4032,2,1,1,yes,no,yes,no,no,0,no,furnished,4319000
1044,3630,3,3,2,no,yes,no,no,no,0,no,unfurnished,2660000
839,4000,4,2,2,no,no,no,no,no,0,no,semi-furnished,4200000
689,4700,4,1,2,yes,yes,yes,no,yes,1,no,furnished,5600000
1,8960,4,4,4,yes,no,no,no,yes,3,no,furnished,12250000
91,6750,2,1,1,yes,yes,yes,no,no,2,yes,furnished,6419000
24,8800,3,2,2,yes,no,no,no,yes,2,no,furnished,8575000
1057,3000,2,1,2,yes,no,no,no,no,0,no,furnished,2520000
164,6710,3,2,2,yes,yes,yes,no,no,1,yes,furnished,5390000
723,7085,3,1,1,yes,yes,yes,no,no,2,yes,semi-furnished,5229000
368,5640,2,1,1,no,no,no,no,no,0,no,semi-furnished,3675000
649,5500,3,2,1,yes,yes,yes,no,no,2,yes,furnished,6195000
194,8150,3,2,1,yes,yes,yes,no,no,0,no,semi-furnished,5005000
559,7800,3,2,2,yes,no,no,no,no,0,yes,semi-furnished,9240000
111,8372,3,1,3,yes,no,no,no,yes,2,no,unfurnished,6090000
963,3500,4,1,2,yes,no,no,no,yes,2,no,unfurnished,3360000
872,6480,3,1,2,no,no,no,no,yes,1,no,semi-furnished,3990000
988,4320,3,1,1,no,no,no,no,no,1,no,unfurnished,3220000
973,4040,2,1,1,yes,no,no,no,no,1,no,unfurnished,3325000
630,8250,3,2,3,yes,no,no,no,yes,0,no,furnished,6510000
1024,3660,4,1,2,no,no,no,no,no,0,no,unfurnished,2940000
17,8500,3,2,4,yes,no,no,no,yes,2,no,furnished,8960000
252,9860,3,1,1,yes,no,no,no,no,0,no,semi-furnished,4515000
1045,2800,3,1,1,yes,no,no,no,no,0,no,unfurnished,2660000
186,11410,2,1,2,yes,no,no,no,no,0,yes,furnished,5110000
512,3000,2,1,2,yes,no,no,no,no,0,no,furnished,2520000
192,6600,3,1,1,yes,yes,yes,no,no,0,yes,furnished,5040000
395,3600,6,1,2,yes,no,no,no,no,1,no,unfurnished,3500000
830,6650,3,1,2,yes,yes,no,no,no,0,no,semi-furnished,4235000
139,6360,3,1,1,yes,yes,yes,no,yes,2,yes,furnished,5740000
458,3850,3,1,2,yes,no,no,no,no,0,no,unfurnished,3115000
840,2325,3,1,2,no,no,no,no,no,0,no,semi-furnished,4200000
314,4040,2,1,2,yes,no,no,no,no,1,no,semi-furnished,4095000
335,3816,2,1,1,yes,no,yes,no,yes,2,no,furnished,3920000
834,5850,2,1,1,yes,yes,yes,no,no,2,no,semi-furnished,4200000
264,4900,2,1,2,yes,no,yes,no,no,0,no,semi-furnished,4410000
751,5800,2,1,1,yes,yes,yes,no,yes,0,no,semi-furnished,4900000
862,4992,3,2,2,yes,no,no,no,no,2,no,unfurnished,4060000
610,8880,3,2,2,yes,no,yes,no,yes,1,no,furnished,6930000
172,8400,3,1,2,yes,yes,yes,no,yes,2,yes,unfurnished,5250000
1075,1950,3,1,1,no,no,no,yes,no,0,no,unfurnished,2240000
489,3300,3,1,2,no,no,no,no,no,1,no,semi-furnished,2835000
850,3450,3,1,2,yes,no,no,no,no,1,no,semi-furnished,4193000
744,4200,3,1,2,yes,no,no,no,no,1,no,furnished,4907000
197,2800,3,2,2,no,no,yes,no,yes,1,no,semi-furnished,4956000
877,5500,4,1,2,yes,yes,yes,no,no,0,no,semi-furnished,3920000
449,1650,3,1,2,no,no,yes,no,no,0,no,unfurnished,3150000
669,6525,3,2,4,yes,no,no,no,no,1,no,furnished,5950000
521,3635,2,1,1,no,no,no,no,no,0,no,unfurnished,2408000
789,5320,3,1,2,yes,yes,yes,no,no,0,yes,semi-furnished,4550000
741,7686,3,1,1,yes,yes,yes,yes,no,0,no,semi-furnished,4970000
2,9960,3,2,2,yes,no,yes,no,no,2,yes,semi-furnished,12250000
698,3300,3,3,2,yes,no,yes,no,no,0,no,semi-furnished,5530000
297,3640,3,2,2,yes,no,yes,no,no,0,no,unfurnished,4200000
901,2520,5,2,1,no,no,yes,no,yes,1,no,furnished,3773000
588,6000,4,2,4,yes,no,no,no,no,2,no,semi-furnished,7700000
372,3180,3,1,2,no,no,yes,no,no,0,no,semi-furnished,3640000
43,6000,4,2,4,yes,no,no,no,no,2,no,semi-furnished,7700000
933,3650,3,1,2,yes,no,no,no,no,0,no,unfurnished,3500000
453,3069,2,1,1,yes,no,no,no,no,1,no,unfurnished,3150000
390,2135,3,2,2,no,no,no,no,no,0,no,unfurnished,3500000
437,5880,3,1,1,yes,no,no,no,no,1,no,unfurnished,3290000
793,4100,2,2,1,yes,yes,yes,no,no,0,no,semi-furnished,4543000
1062,3000,2,1,1,yes,no,no,no,no,1,no,unfurnished,2450000
1030,3630,2,1,1,yes,no,no,no,no,0,no,unfurnished,2870000
34,6840,5,1,2,yes,yes,yes,no,yes,1,no,furnished,8120000
927,3150,3,1,2,yes,no,yes,no,no,0,no,furnished,3570000
435,4040,2,1,1,yes,no,no,no,no,0,no,unfurnished,3290000
501,2430,3,1,1,no,no,no,no,no,0,no,unfurnished,2660000
825,6360,2,1,2,yes,no,no,no,no,0,no,unfurnished,4270000
662,3700,4,1,2,yes,yes,no,no,yes,0,no,furnished,5950000
282,2175,3,1,2,no,yes,yes,no,yes,0,no,unfurnished,4270000
778,4160,3,1,1,yes,yes,yes,no,yes,0,no,unfurnished,4620000
118,6420,3,1,1,yes,no,yes,no,yes,0,yes,furnished,5950000
600,6000,3,1,2,yes,no,no,no,yes,1,no,unfurnished,7350000
107,6420,3,1,3,yes,no,yes,no,no,0,yes,unfurnished,6125000
134,7000,3,1,1,yes,no,yes,no,no,2,yes,semi-furnished,5803000
596,6325,3,1,4,yes,no,no,no,yes,1,no,unfurnished,7420000
509,3600,2,2,2,yes,no,yes,no,no,1,no,furnished,2590000
998,3069,2,1,1,yes,no,no,no,no,1,no,unfurnished,3150000
574,5500,4,2,2,yes,no,yes,no,yes,1,yes,semi-furnished,8400000
138,5000,3,1,3,yes,no,no,no,yes,0,no,semi-furnished,5740000
355,8250,3,1,1,yes,no,no,no,no,2,no,furnished,3773000
206,5800,2,1,1,yes,yes,yes,no,yes,0,no,semi-furnished,4900000
565,4320,3,1,2,yes,no,yes,yes,no,2,no,semi-furnished,8750000
250,3510,3,1,3,yes,no,no,no,no,0,no,semi-furnished,4515000
15,6000,4,1,2,yes,no,yes,no,no,2,no,semi-furnished,9100000
522,2475,3,1,2,yes,no,no,no,no,0,no,furnished,2380000
1003,3850,3,1,2,yes,no,no,no,no,0,no,unfurnished,3115000
141,6660,4,2,2,yes,yes,yes,no,no,1,yes,semi-furnished,5652500
491,2640,2,1,1,no,no,no,no,no,1,no,furnished,2835000
307,4080,3,1,2,yes,no,no,no,no,2,no,semi-furnished,4165000
969,3100,3,1,2,no,no,yes,no,no,0,no,semi-furnished,3360000
905,4040,2,1,1,yes,no,no,no,no,0,no,semi-furnished,3710000
1018,8050,2,1,1,yes,no,no,no,no,0,no,unfurnished,3003000
1007,2160,3,1,2,no,no,yes,no,no,0,no,semi-furnished,3080000
780,5680,3,1,2,yes,yes,no,no,yes,1,no,semi-furnished,4620000
524,3264,2,1,1,yes,no,no,no,no,0,no,unfurnished,2380000
560,6000,4,1,2,yes,no,yes,no,no,2,no,semi-furnished,9100000
193,4800,2,1,1,yes,yes,yes,no,no,0,no,semi-furnished,5033000
162,6600,4,2,2,yes,yes,yes,no,no,0,yes,semi-furnished,5460000
126,7160,3,1,1,yes,no,yes,no,no,2,yes,unfurnished,5880000
625,6000,3,1,2,yes,no,no,yes,no,1,yes,semi-furnished,6629000
425,3185,2,1,1,yes,no,yes,no,no,2,no,furnished,3360000
1031,6000,2,1,1,yes,no,no,no,no,0,no,semi-furnished,2870000
811,4880,3,1,1,yes,no,no,no,no,2,yes,unfurnished,4403000
654,6615,4,2,2,yes,yes,no,yes,no,1,no,semi-furnished,6090000
467,3240,3,1,2,yes,no,no,no,no,2,no,semi-furnished,3010000
817,4075,3,1,1,yes,yes,yes,no,no,2,no,semi-furnished,4340000
486,6000,2,1,1,yes,no,no,no,no,0,no,semi-furnished,2870000
980,4040,2,1,1,yes,no,no,no,no,0,no,unfurnished,3290000
415,4785,3,1,2,yes,yes,yes,no,yes,1,no,furnished,3395000
792,8400,4,1,4,yes,no,no,no,no,3,no,unfurnished,4550000
416,3450,3,1,1,yes,no,yes,no,no,2,no,unfurnished,3395000
407,2145,3,1,3,yes,no,no,no,no,0,yes,furnished,3465000
1077,3000,2,1,1,no,no,no,no,no,0,no,unfurnished,2135000
889,3850,2,1,1,yes,no,no,no,no,0,no,semi-furnished,3850000
494,6800,2,1,1,yes,no,no,no,no,0,no,unfurnished,2730000
27,8875,3,1,1,yes,no,no,no,no,1,no,semi-furnished,8400000
48,4300,3,2,2,yes,no,yes,no,no,1,no,unfurnished,7455000
532,3000,2,1,1,no,no,no,no,no,0,no,unfurnished,2135000
525,3640,2,1,1,yes,no,no,no,no,0,no,unfurnished,2345000
6,8580,4,3,4,yes,no,no,no,yes,2,yes,semi-furnished,10150000
685,5800,3,2,4,yes,no,no,no,yes,0,no,unfurnished,5740000
516,3240,2,1,1,no,yes,no,no,no,1,no,unfurnished,2450000
868,5400,3,1,1,yes,no,no,no,no,3,no,semi-furnished,4025000
572,8875,3,1,1,yes,no,no,no,no,1,no,semi-furnished,8400000
452,9000,3,1,2,yes,no,no,no,no,2,no,semi-furnished,3150000
854,4632,4,1,2,yes,no,no,no,yes,0,no,semi-furnished,4130000
133,4800,3,1,3,yes,no,no,no,yes,0,no,unfurnished,5810000
1069,3264,2,1,1,yes,no,no,no,no,0,no,unfurnished,2380000
1083,3649,2,1,1,yes,no,no,no,no,0,no,unfurnished,1890000
376,4130,3,2,2,yes,no,no,no,no,2,no,semi-furnished,3640000
633,7410,3,1,1,yes,yes,yes,no,yes,2,yes,unfurnished,6475000
831,2787,3,1,1,yes,no,yes,no,no,0,yes,furnished,4235000
1015,5076,3,1,1,no,no,no,no,no,0,no,unfurnished,3010000
457,3000,3,1,1,no,no,no,no,yes,0,no,unfurnished,3115000
1060,3210,3,1,2,yes,no,yes,no,no,0,no,unfurnished,2450000
709,6710,3,2,2,yes,yes,yes,no,no,1,yes,furnished,5390000
932,4240,3,1,2,yes,no,no,no,yes,0,no,semi-furnished,3500000
961,3450,3,1,1,yes,no,yes,no,no,2,no,unfurnished,3395000
841,4600,3,2,2,yes,no,no,no,yes,1,no,semi-furnished,4200000
989,3120,3,1,2,no,no,no,no,no,0,no,furnished,3220000
341,3180,2,2,1,yes,no,yes,no,no,2,no,semi-furnished,3850000
686,6660,4,2,2,yes,yes,yes,no,no,1,yes,semi-furnished,5652500
846,3520,3,1,2,yes,no,no,no,no,0,yes,semi-furnished,4200000
657,4300,6,2,2,yes,no,no,no,no,0,no,furnished,6083000
1049,3185,2,1,1,yes,no,no,no,yes,0,no,unfurnished,2653000
479,3660,4,1,2,no,no,no,no,no,0,no,unfurnished,2940000
1002,3000,3,1,1,no,no,no,no,yes,0,no,unfurnished,3115000
1033,5200,4,1,3,yes,no,no,no,no,0,no,unfurnished,2852500
784,4000,3,1,2,yes,no,no,no,no,1,no,furnished,4585000
994,1650,3,1,2,no,no,yes,no,no,0,no,unfurnished,3150000
1042,3934,2,1,1,yes,no,no,no,no,0,no,unfurnished,2660000
428,4040,2,1,1,yes,no,no,no,no,1,no,unfurnished,3325000
842,3640,3,2,2,yes,no,yes,no,no,0,no,unfurnished,4200000
537,1700,3,1,2,yes,no,no,no,no,0,no,unfurnished,1890000
947,5880,2,1,1,yes,no,no,no,no,0,no,unfurnished,3500000
719,3800,3,1,2,yes,yes,yes,no,no,1,yes,unfurnished,5250000
102,5500,3,2,4,yes,yes,no,no,yes,1,no,semi-furnished,6195000
29,5500,4,2,2,yes,no,yes,no,yes,1,yes,semi-furnished,8400000
468,2835,2,1,1,yes,no,no,no,no,0,no,semi-furnished,3010000
63,6360,4,2,3,yes,no,no,no,yes,2,yes,furnished,7035000
261,3510,3,1,2,yes,no,no,no,no,0,no,semi-furnished,4473000
313,3680,3,2,2,yes,no,no,no,no,0,no,semi-furnished,4095000
553,8100,4,1,2,yes,yes,yes,no,yes,2,yes,furnished,9870000
311,6060,2,1,1,yes,no,yes,no,no,1,no,semi-furnished,4123000
615,4000,3,2,2,yes,no,yes,no,yes,0,yes,semi-furnished,6790000
670,15600,3,1,1,yes,no,no,no,yes,2,no,semi-furnished,5943000
609,11175,3,1,1,yes,no,yes,no,yes,1,yes,furnished,7000000
502,3480,2,1,1,yes,no,no,no,no,1,no,semi-furnished,2660000
797,9860,3,1,1,yes,no,no,no,no,0,no,semi-furnished,4515000
597,6000,4,2,4,yes,yes,no,no,yes,1,no,furnished,7350000
1068,2787,4,2,2,yes,no,no,no,no,0,no,furnished,2380000
898,2856,3,1,3,yes,no,no,no,no,0,yes,furnished,3780000
897,5830,2,1,1,yes,no,no,no,no,2,no,unfurnished,3780000
56,11440,4,1,2,yes,no,yes,no,no,1,yes,semi-furnished,7343000
652,6420,3,1,3,yes,no,yes,no,no,0,yes,unfurnished,6125000
22,8050,3,1,1,yes,yes,yes,no,yes,1,no,furnished,8645000
511,3180,3,1,1,no,no,no,no,no,0,no,unfurnished,2520000
557,6550,4,2,2,yes,no,no,no,yes,1,yes,semi-furnished,9310000
104,5500,3,2,1,yes,yes,yes,no,no,2,yes,furnished,6195000
722,6050,3,1,1,yes,no,yes,no,no,0,yes,semi-furnished,5243000
871,4100,4,1,1,no,no,yes,no,no,0,no,unfurnished,3990000
1028,6615,3,1,2,yes,no,no,no,no,0,no,semi-furnished,2940000
913,5640,2,1,1,no,no,no,no,no,0,no,semi-furnished,3675000
1017,3630,4,1,2,yes,no,no,no,no,3,no,semi-furnished,3010000
787,3640,3,1,2,yes,no,no,no,yes,0,no,furnished,4550000
70,4000,3,2,2,yes,no,yes,no,yes,0,yes,semi-furnished,6790000
837,2747,4,2,2,no,no,no,no,no,0,no,semi-furnished,4200000
624,6000,3,2,3,yes,yes,no,no,yes,0,no,furnished,6650000
455,5495,3,1,1,yes,no,yes,no,no,0,no,unfurnished,3129000
286,2787,3,1,1,yes,no,yes,no,no,0,yes,furnished,4235000
707,6600,4,2,2,yes,yes,yes,no,no,0,yes,semi-furnished,5460000
490,4350,3,1,2,no,no,no,yes,no,1,no,unfurnished,2835000
1072,1836,2,1,1,no,no,yes,no,no,0,no,semi-furnished,2275000
1041,4000,2,1,1,yes,no,no,no,no,0,no,unfurnished,2695000
181,7200,3,1,2,yes,yes,yes,no,no,1,yes,furnished,5215000
1088,2910,3,1,1,no,no,no,no,no,0,no,furnished,1750000
204,4770,3,1,1,yes,yes,yes,no,no,0,no,semi-furnished,4900000
184,3000,3,2,2,yes,yes,yes,no,no,0,no,furnished,5110000
627,10500,3,2,1,yes,no,yes,no,yes,1,yes,furnished,6615000
647,5500,3,2,4,yes,yes,no,no,yes,1,no,semi-furnished,6195000
140,5800,3,2,4,yes,no,no,no,yes,0,no,unfurnished,5740000
244,5320,3,1,2,yes,yes,yes,no,no,0,yes,semi-furnished,4550000
637,4800,3,2,4,yes,yes,no,no,yes,0,no,furnished,6405000
143,4800,5,2,3,no,no,yes,yes,no,0,no,unfurnished,5600000
124,6525,3,2,4,yes,no,no,no,no,1,no,furnished,5950000
